"","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3","dateTime"
"67209","1.434","0.122","238.060","6.000","1.000","0.000",18,2007-02-01 09:32:00
"67210","1.518","0.216","237.850","6.400","1.000","0.000",17,2007-02-01 09:33:00
"67211","1.490","0.256","237.550","6.200","1.000","0.000",17,2007-02-01 09:34:00
"67212","1.474","0.248","237.380","6.200","1.000","0.000",17,2007-02-01 09:35:00
"67213","1.458","0.246","237.490","6.200","1.000","0.000",18,2007-02-01 09:36:00
"67214","1.518","0.234","237.460","6.400","1.000","0.000",17,2007-02-01 09:37:00
"67215","1.444","0.116","238.820","6.000","1.000","0.000",18,2007-02-01 09:38:00
"67216","1.430","0.098","238.510","6.000","2.000","0.000",17,2007-02-01 09:39:00
"67217","1.418","0.094","238.160","5.800","1.000","0.000",17,2007-02-01 09:40:00
"67218","1.420","0.094","238.160","5.800","1.000","0.000",18,2007-02-01 09:41:00
"67219","1.416","0.094","238.100","5.800","1.000","0.000",17,2007-02-01 09:42:00
"67220","1.406","0.092","237.500","5.800","1.000","0.000",17,2007-02-01 09:43:00
"67221","1.384","0.104","237.390","5.800","1.000","0.000",18,2007-02-01 09:44:00
"67222","1.348","0.076","238.030","5.600","1.000","0.000",17,2007-02-01 09:45:00
"67223","1.300","0.000","238.160","5.400","1.000","0.000",17,2007-02-01 09:46:00
"67224","1.332","0.000","238.270","5.600","1.000","0.000",18,2007-02-01 09:47:00
"67225","2.402","0.000","236.870","11.000","17.000","0.000",17,2007-02-01 09:48:00
"67226","3.496","0.000","235.980","14.800","37.000","0.000",17,2007-02-01 09:49:00
"67227","3.492","0.000","235.930","14.800","37.000","0.000",17,2007-02-01 09:50:00
"67228","3.502","0.000","236.290","14.800","38.000","0.000",17,2007-02-01 09:51:00
"67229","3.494","0.000","235.840","14.800","37.000","0.000",17,2007-02-01 09:52:00
"67230","3.486","0.000","235.610","14.800","37.000","0.000",17,2007-02-01 09:53:00
"67231","3.492","0.000","236.000","14.800","37.000","0.000",18,2007-02-01 09:54:00
"67232","3.504","0.000","236.530","14.800","37.000","0.000",17,2007-02-01 09:55:00
"67233","3.518","0.000","237.180","14.800","38.000","0.000",17,2007-02-01 09:56:00
"67234","3.520","0.000","236.980","14.800","38.000","0.000",17,2007-02-01 09:57:00
"67235","3.510","0.000","236.810","14.800","37.000","0.000",17,2007-02-01 09:58:00
"67236","3.502","0.000","236.860","14.600","37.000","0.000",18,2007-02-01 09:59:00
"67237","3.520","0.000","237.370","14.800","38.000","0.000",17,2007-02-01 10:00:00
"67238","3.508","0.000","237.140","14.800","37.000","0.000",17,2007-02-01 10:01:00
"67239","3.500","0.000","236.930","14.600","37.000","0.000",17,2007-02-01 10:02:00
"67240","2.368","0.114","237.160","11.000","19.000","0.000",17,2007-02-01 10:03:00
"67241","1.376","0.112","237.750","5.800","0.000","0.000",18,2007-02-01 10:04:00
"67242","1.380","0.116","238.340","5.800","0.000","0.000",17,2007-02-01 10:05:00
"67243","1.378","0.120","237.810","5.800","0.000","0.000",18,2007-02-01 10:06:00
"67244","1.394","0.148","237.150","5.800","0.000","0.000",17,2007-02-01 10:07:00
"67245","1.372","0.116","236.940","5.800","1.000","0.000",17,2007-02-01 10:08:00
"67246","1.358","0.108","236.760","5.600","0.000","0.000",17,2007-02-01 10:09:00
"67247","1.356","0.110","236.830","5.600","0.000","0.000",17,2007-02-01 10:10:00
"67248","1.348","0.106","236.060","5.600","0.000","0.000",17,2007-02-01 10:11:00
"67249","1.352","0.108","236.580","5.600","0.000","0.000",18,2007-02-01 10:12:00
"67250","1.348","0.106","236.210","5.600","0.000","0.000",17,2007-02-01 10:13:00
"67251","1.362","0.112","237.570","5.600","0.000","0.000",17,2007-02-01 10:14:00
"67252","1.358","0.110","237.390","5.600","0.000","0.000",17,2007-02-01 10:15:00
"67253","1.362","0.112","237.720","5.600","0.000","0.000",18,2007-02-01 10:16:00
"67254","1.368","0.116","238.370","5.600","0.000","0.000",17,2007-02-01 10:17:00
"67255","1.344","0.074","238.780","5.600","0.000","0.000",18,2007-02-01 10:18:00
"67256","1.282","0.000","238.900","5.200","0.000","0.000",17,2007-02-01 10:19:00
"67257","1.322","0.000","239.140","5.400","0.000","0.000",18,2007-02-01 10:20:00
"67258","1.360","0.090","239.100","5.600","0.000","0.000",17,2007-02-01 10:21:00
"67259","1.348","0.086","238.030","5.600","0.000","0.000",17,2007-02-01 10:22:00
"67260","1.352","0.086","238.230","5.600","0.000","0.000",18,2007-02-01 10:23:00
"67261","1.356","0.088","238.800","5.600","0.000","0.000",17,2007-02-01 10:24:00
"67262","1.356","0.088","238.890","5.600","0.000","0.000",18,2007-02-01 10:25:00
"67263","1.352","0.088","238.550","5.600","0.000","0.000",17,2007-02-01 10:26:00
"67264","1.356","0.090","239.250","5.600","0.000","0.000",18,2007-02-01 10:27:00
"67265","1.352","0.088","238.810","5.600","0.000","0.000",17,2007-02-01 10:28:00
"67266","1.344","0.086","238.300","5.600","0.000","0.000",18,2007-02-01 10:29:00
"67267","1.344","0.086","238.250","5.600","0.000","0.000",17,2007-02-01 10:30:00
"67268","1.342","0.086","238.250","5.600","0.000","0.000",17,2007-02-01 10:31:00
"67269","1.288","0.000","238.140","5.400","0.000","0.000",18,2007-02-01 10:32:00
"67270","1.266","0.000","237.400","5.200","0.000","0.000",17,2007-02-01 10:33:00
"67271","1.262","0.000","237.050","5.200","0.000","0.000",17,2007-02-01 10:34:00
"67272","1.276","0.000","238.340","5.200","0.000","0.000",18,2007-02-01 10:35:00
"67273","1.278","0.000","238.570","5.200","0.000","0.000",17,2007-02-01 10:36:00
"67274","1.286","0.000","238.520","5.400","0.000","0.000",18,2007-02-01 10:37:00
"67275","1.310","0.000","238.690","5.400","0.000","0.000",17,2007-02-01 10:38:00
"67276","1.280","0.000","238.660","5.200","0.000","0.000",18,2007-02-01 10:39:00
"67277","1.286","0.000","239.260","5.400","0.000","0.000",17,2007-02-01 10:40:00
"67278","1.284","0.000","239.180","5.400","0.000","0.000",18,2007-02-01 10:41:00
"67279","1.290","0.000","239.650","5.400","0.000","0.000",17,2007-02-01 10:42:00
"67280","1.302","0.000","239.110","5.400","0.000","0.000",18,2007-02-01 10:43:00
"67281","1.392","0.118","239.060","5.800","0.000","0.000",17,2007-02-01 10:44:00
"67282","1.400","0.122","239.870","5.800","0.000","0.000",18,2007-02-01 10:45:00
"67283","1.394","0.122","239.690","5.800","0.000","0.000",17,2007-02-01 10:46:00
"67284","1.400","0.124","240.310","5.800","0.000","0.000",18,2007-02-01 10:47:00
"67285","1.402","0.126","240.650","5.800","0.000","0.000",18,2007-02-01 10:48:00
"67286","1.406","0.128","241.270","5.800","0.000","0.000",18,2007-02-01 10:49:00
"67287","1.406","0.130","241.420","5.800","0.000","0.000",18,2007-02-01 10:50:00
"67288","1.400","0.128","240.880","5.800","0.000","0.000",17,2007-02-01 10:51:00
"67289","1.410","0.128","241.100","5.800","0.000","0.000",18,2007-02-01 10:52:00
"67290","1.406","0.128","241.000","5.800","0.000","0.000",18,2007-02-01 10:53:00
"67291","1.396","0.124","240.190","5.800","0.000","0.000",18,2007-02-01 10:54:00
"67292","1.386","0.122","239.640","5.800","0.000","0.000",17,2007-02-01 10:55:00
"67293","1.366","0.114","238.130","5.600","0.000","0.000",18,2007-02-01 10:56:00
"67294","1.370","0.116","238.560","5.600","0.000","0.000",17,2007-02-01 10:57:00
"67295","1.372","0.116","238.760","5.600","0.000","0.000",18,2007-02-01 10:58:00
"67296","1.328","0.050","239.180","5.400","0.000","0.000",17,2007-02-01 10:59:00
"67297","1.280","0.000","238.740","5.200","0.000","0.000",17,2007-02-01 11:00:00
"67298","1.276","0.000","238.440","5.200","0.000","0.000",18,2007-02-01 11:01:00
"67299","1.282","0.000","238.950","5.200","0.000","0.000",17,2007-02-01 11:02:00
"67300","1.278","0.000","238.520","5.200","0.000","0.000",18,2007-02-01 11:03:00
"67301","1.270","0.000","237.860","5.200","0.000","0.000",17,2007-02-01 11:04:00
"67302","1.270","0.000","237.690","5.200","0.000","0.000",18,2007-02-01 11:05:00
"67303","1.274","0.000","238.160","5.200","0.000","0.000",17,2007-02-01 11:06:00
"67304","1.328","0.000","238.370","5.600","0.000","0.000",17,2007-02-01 11:07:00
"67305","1.364","0.090","239.000","5.600","0.000","0.000",18,2007-02-01 11:08:00
"67306","1.366","0.090","239.100","5.600","0.000","0.000",17,2007-02-01 11:09:00
"67307","1.362","0.090","238.870","5.600","0.000","0.000",18,2007-02-01 11:10:00
"67308","1.364","0.090","239.120","5.600","0.000","0.000",17,2007-02-01 11:11:00
"67309","1.364","0.090","239.230","5.600","0.000","0.000",18,2007-02-01 11:12:00
"67310","1.360","0.090","238.870","5.600","0.000","0.000",17,2007-02-01 11:13:00
"67311","1.354","0.088","238.700","5.600","0.000","0.000",18,2007-02-01 11:14:00
"67312","1.430","0.198","237.860","6.000","0.000","0.000",17,2007-02-01 11:15:00
"67313","1.422","0.204","237.830","6.000","0.000","2.000",17,2007-02-01 11:16:00
"67314","1.418","0.204","237.830","6.000","0.000","1.000",18,2007-02-01 11:17:00
"67315","1.402","0.176","238.130","5.800","0.000","1.000",17,2007-02-01 11:18:00
"67316","1.362","0.106","238.750","5.600","0.000","2.000",18,2007-02-01 11:19:00
"67317","1.358","0.104","238.350","5.600","0.000","1.000",17,2007-02-01 11:20:00
"67318","1.364","0.108","238.950","5.600","0.000","2.000",18,2007-02-01 11:21:00
"67319","1.370","0.108","238.830","5.600","0.000","1.000",17,2007-02-01 11:22:00
"67320","1.366","0.106","238.400","5.600","0.000","1.000",17,2007-02-01 11:23:00
"67321","1.398","0.126","238.990","5.800","0.000","2.000",18,2007-02-01 11:24:00
"67322","1.484","0.242","239.320","6.200","0.000","1.000",18,2007-02-01 11:25:00
"67323","1.474","0.238","238.870","6.200","0.000","2.000",17,2007-02-01 11:26:00
"67324","1.478","0.242","239.490","6.200","0.000","1.000",18,2007-02-01 11:27:00
"67325","1.488","0.248","240.610","6.200","0.000","1.000",17,2007-02-01 11:28:00
"67326","1.490","0.250","241.020","6.200","0.000","2.000",18,2007-02-01 11:29:00
"67327","1.476","0.246","240.240","6.200","0.000","1.000",18,2007-02-01 11:30:00
"67328","1.476","0.250","240.920","6.200","0.000","1.000",18,2007-02-01 11:31:00
"67329","1.468","0.246","240.320","6.200","0.000","1.000",17,2007-02-01 11:32:00
"67330","1.464","0.244","240.030","6.200","0.000","2.000",18,2007-02-01 11:33:00
"67331","1.462","0.244","240.010","6.000","0.000","1.000",18,2007-02-01 11:34:00
"67332","1.458","0.244","239.900","6.000","0.000","1.000",17,2007-02-01 11:35:00
"67333","1.450","0.238","239.080","6.000","0.000","1.000",18,2007-02-01 11:36:00
"67334","1.452","0.238","238.840","6.000","0.000","2.000",17,2007-02-01 11:37:00
"67335","1.446","0.236","238.420","6.000","0.000","1.000",18,2007-02-01 11:38:00
"67336","1.440","0.232","237.900","6.000","0.000","1.000",17,2007-02-01 11:39:00
"67337","1.378","0.140","238.370","5.800","0.000","1.000",17,2007-02-01 11:40:00
"67338","1.352","0.104","238.420","5.600","0.000","1.000",18,2007-02-01 11:41:00
"67339","1.350","0.104","238.110","5.600","0.000","2.000",17,2007-02-01 11:42:00
"67340","1.348","0.096","238.530","5.600","0.000","1.000",18,2007-02-01 11:43:00
"67341","1.280","0.000","238.170","5.400","0.000","0.000",17,2007-02-01 11:44:00
"67342","1.276","0.000","238.430","5.200","0.000","0.000",17,2007-02-01 11:45:00
"67343","1.280","0.000","238.850","5.200","0.000","0.000",18,2007-02-01 11:46:00
"67344","1.290","0.000","239.860","5.400","0.000","0.000",18,2007-02-01 11:47:00
"67345","1.290","0.000","239.750","5.400","0.000","0.000",17,2007-02-01 11:48:00
"67346","1.292","0.000","239.880","5.400","0.000","0.000",18,2007-02-01 11:49:00
"67347","1.292","0.000","239.920","5.400","0.000","0.000",17,2007-02-01 11:50:00
"67348","1.302","0.000","240.820","5.400","0.000","0.000",18,2007-02-01 11:51:00
"67349","1.306","0.000","240.540","5.400","0.000","0.000",18,2007-02-01 11:52:00
"67350","1.292","0.000","239.260","5.400","0.000","0.000",17,2007-02-01 11:53:00
"67351","1.378","0.072","240.710","5.800","0.000","0.000",18,2007-02-01 11:54:00
"67352","1.390","0.100","241.460","5.600","0.000","0.000",18,2007-02-01 11:55:00
"67353","1.384","0.098","241.060","5.600","0.000","0.000",18,2007-02-01 11:56:00
"67354","1.392","0.100","241.620","5.600","0.000","0.000",18,2007-02-01 11:57:00
"67355","1.386","0.100","241.650","5.600","0.000","0.000",18,2007-02-01 11:58:00
"67356","1.370","0.094","240.380","5.600","0.000","0.000",17,2007-02-01 11:59:00
"67357","1.360","0.090","239.570","5.600","0.000","0.000",18,2007-02-01 12:00:00
"67358","1.360","0.092","239.840","5.600","0.000","0.000",18,2007-02-01 12:01:00
"67359","1.364","0.094","240.160","5.600","0.000","0.000",17,2007-02-01 12:02:00
"67360","1.362","0.094","240.030","5.600","0.000","0.000",18,2007-02-01 12:03:00
"67361","1.370","0.096","240.870","5.600","0.000","0.000",18,2007-02-01 12:04:00
"67362","1.362","0.060","240.890","5.600","0.000","0.000",17,2007-02-01 12:05:00
"67363","1.402","0.122","240.030","5.800","0.000","0.000",18,2007-02-01 12:06:00
"67364","1.406","0.122","239.960","5.800","0.000","0.000",18,2007-02-01 12:07:00
"67365","1.402","0.122","239.850","5.800","0.000","0.000",17,2007-02-01 12:08:00
"67366","1.404","0.124","240.330","5.800","0.000","0.000",18,2007-02-01 12:09:00
"67367","1.398","0.122","240.040","5.800","0.000","0.000",18,2007-02-01 12:10:00
"67368","1.400","0.126","240.820","5.800","0.000","0.000",17,2007-02-01 12:11:00
"67369","1.392","0.122","240.140","5.800","0.000","0.000",18,2007-02-01 12:12:00
"67370","1.384","0.120","239.510","5.800","0.000","0.000",18,2007-02-01 12:13:00
"67371","1.390","0.122","240.310","5.800","0.000","0.000",17,2007-02-01 12:14:00
"67372","1.390","0.124","240.320","5.800","0.000","0.000",18,2007-02-01 12:15:00
"67373","1.386","0.122","239.930","5.800","0.000","0.000",18,2007-02-01 12:16:00
"67374","1.096","0.128","240.770","5.000","0.000","0.000",13,2007-02-01 12:17:00
"67375","0.326","0.136","241.030","1.400","0.000","0.000",0,2007-02-01 12:18:00
"67376","0.326","0.136","241.120","1.400","0.000","0.000",0,2007-02-01 12:19:00
"67377","0.326","0.134","240.620","1.400","0.000","0.000",0,2007-02-01 12:20:00
"67378","0.262","0.046","240.800","1.200","0.000","0.000",0,2007-02-01 12:21:00
"67379","0.230","0.000","240.130","1.000","0.000","0.000",0,2007-02-01 12:22:00
"67380","0.230","0.000","240.020","1.000","0.000","0.000",0,2007-02-01 12:23:00
"67381","0.230","0.000","240.290","1.000","0.000","0.000",0,2007-02-01 12:24:00
"67382","0.230","0.000","240.120","1.000","0.000","0.000",0,2007-02-01 12:25:00
"67383","0.230","0.000","240.440","1.000","0.000","0.000",0,2007-02-01 12:26:00
"67384","0.232","0.000","241.370","1.000","0.000","0.000",0,2007-02-01 12:27:00
"67385","0.232","0.000","240.880","1.000","0.000","0.000",0,2007-02-01 12:28:00
"67386","0.232","0.000","240.690","1.000","0.000","0.000",0,2007-02-01 12:29:00
"67387","0.230","0.000","240.530","1.000","0.000","0.000",0,2007-02-01 12:30:00
"67388","0.232","0.000","240.860","1.000","0.000","0.000",0,2007-02-01 12:31:00
"67389","0.232","0.000","241.090","1.000","0.000","0.000",0,2007-02-01 12:32:00
"67390","0.232","0.000","240.890","1.000","0.000","0.000",0,2007-02-01 12:33:00
"67391","0.234","0.000","241.730","1.000","0.000","0.000",0,2007-02-01 12:34:00
"67392","0.234","0.000","241.730","1.000","0.000","0.000",0,2007-02-01 12:35:00
"67393","0.232","0.000","240.810","1.000","0.000","0.000",0,2007-02-01 12:36:00
"67394","0.232","0.000","241.280","1.000","0.000","0.000",0,2007-02-01 12:37:00
"67395","0.234","0.000","241.360","1.000","0.000","0.000",0,2007-02-01 12:38:00
"67396","0.232","0.000","241.290","1.000","0.000","0.000",0,2007-02-01 12:39:00
"67397","0.258","0.000","241.520","1.200","0.000","0.000",0,2007-02-01 12:40:00
"67398","0.310","0.110","241.680","1.400","0.000","0.000",0,2007-02-01 12:41:00
"67399","0.310","0.110","241.810","1.400","0.000","0.000",0,2007-02-01 12:42:00
"67400","0.312","0.114","242.600","1.400","0.000","0.000",0,2007-02-01 12:43:00
"67401","0.312","0.114","242.790","1.400","0.000","0.000",0,2007-02-01 12:44:00
"67402","0.310","0.110","241.720","1.400","0.000","0.000",0,2007-02-01 12:45:00
"67403","0.368","0.168","241.220","1.800","0.000","0.000",0,2007-02-01 12:46:00
"67404","0.416","0.238","240.730","2.000","0.000","0.000",0,2007-02-01 12:47:00
"67405","0.408","0.236","240.180","2.000","0.000","0.000",0,2007-02-01 12:48:00
"67406","0.408","0.240","240.850","2.000","0.000","0.000",0,2007-02-01 12:49:00
"67407","0.408","0.246","241.960","2.000","0.000","0.000",0,2007-02-01 12:50:00
"67408","0.404","0.242","241.970","2.000","0.000","0.000",0,2007-02-01 12:51:00
"67409","0.334","0.140","241.700","1.400","0.000","0.000",0,2007-02-01 12:52:00
"67410","0.334","0.140","241.460","1.400","0.000","0.000",0,2007-02-01 12:53:00
"67411","0.332","0.140","241.550","1.400","0.000","0.000",0,2007-02-01 12:54:00
"67412","0.332","0.142","241.690","1.400","0.000","0.000",0,2007-02-01 12:55:00
"67413","0.330","0.138","241.000","1.400","0.000","0.000",0,2007-02-01 12:56:00
"67414","0.330","0.140","241.440","1.400","0.000","0.000",0,2007-02-01 12:57:00
"67415","0.328","0.140","241.430","1.400","0.000","0.000",0,2007-02-01 12:58:00
"67416","0.330","0.144","241.870","1.400","0.000","0.000",0,2007-02-01 12:59:00
"67417","0.328","0.144","241.750","1.400","0.000","0.000",0,2007-02-01 13:00:00
"67418","0.328","0.142","241.640","1.400","0.000","0.000",0,2007-02-01 13:01:00
"67419","0.258","0.000","242.020","1.200","0.000","0.000",0,2007-02-01 13:02:00
"67420","0.234","0.000","241.530","1.000","0.000","0.000",0,2007-02-01 13:03:00
"67421","0.232","0.000","241.240","1.000","0.000","0.000",0,2007-02-01 13:04:00
"67422","0.234","0.000","241.480","1.000","0.000","0.000",0,2007-02-01 13:05:00
"67423","0.232","0.000","240.550","1.000","0.000","0.000",0,2007-02-01 13:06:00
"67424","0.232","0.000","240.420","1.000","0.000","0.000",0,2007-02-01 13:07:00
"67425","0.230","0.000","239.880","1.000","0.000","0.000",0,2007-02-01 13:08:00
"67426","0.230","0.000","239.490","1.000","0.000","0.000",0,2007-02-01 13:09:00
"67427","0.228","0.000","238.820","1.000","0.000","0.000",0,2007-02-01 13:10:00
"67428","0.228","0.000","238.190","1.000","0.000","0.000",0,2007-02-01 13:11:00
"67429","0.228","0.000","238.190","1.000","0.000","0.000",0,2007-02-01 13:12:00
"67430","0.228","0.000","238.580","1.000","0.000","0.000",0,2007-02-01 13:13:00
"67431","0.228","0.000","238.710","1.000","0.000","0.000",0,2007-02-01 13:14:00
"67432","0.228","0.000","238.240","1.000","0.000","0.000",0,2007-02-01 13:15:00
"67433","0.228","0.000","238.770","1.000","0.000","0.000",0,2007-02-01 13:16:00
"67434","0.230","0.000","239.400","1.000","0.000","0.000",0,2007-02-01 13:17:00
"67435","0.230","0.000","239.480","1.000","0.000","0.000",0,2007-02-01 13:18:00
"67436","0.230","0.000","239.560","1.000","0.000","0.000",0,2007-02-01 13:19:00
"67437","0.230","0.000","239.850","1.000","0.000","0.000",0,2007-02-01 13:20:00
"67438","0.232","0.000","240.430","1.000","0.000","0.000",0,2007-02-01 13:21:00
"67439","0.240","0.000","240.470","1.000","0.000","0.000",0,2007-02-01 13:22:00
"67440","0.238","0.000","240.470","1.000","0.000","0.000",0,2007-02-01 13:23:00
"67441","0.238","0.000","240.500","1.000","0.000","0.000",0,2007-02-01 13:24:00
"67442","0.238","0.000","240.690","1.000","0.000","0.000",0,2007-02-01 13:25:00
"67443","0.238","0.000","240.740","1.000","0.000","0.000",0,2007-02-01 13:26:00
"67444","0.312","0.068","241.950","1.600","0.000","0.000",0,2007-02-01 13:27:00
"67445","0.422","0.248","242.060","2.000","0.000","0.000",0,2007-02-01 13:28:00
"67446","0.418","0.246","241.720","2.000","0.000","0.000",0,2007-02-01 13:29:00
"67447","0.416","0.248","241.880","2.000","0.000","0.000",0,2007-02-01 13:30:00
"67448","0.416","0.250","242.270","2.000","0.000","0.000",0,2007-02-01 13:31:00
"67449","0.412","0.248","241.790","2.000","0.000","0.000",0,2007-02-01 13:32:00
"67450","0.408","0.246","241.450","2.000","0.000","0.000",0,2007-02-01 13:33:00
"67451","0.404","0.242","240.960","2.000","0.000","0.000",0,2007-02-01 13:34:00
"67452","0.402","0.242","240.980","2.000","0.000","0.000",0,2007-02-01 13:35:00
"67453","0.400","0.240","240.730","1.800","0.000","0.000",0,2007-02-01 13:36:00
"67454","0.406","0.238","240.400","2.000","0.000","0.000",0,2007-02-01 13:37:00
"67455","0.396","0.228","240.130","1.800","0.000","0.000",0,2007-02-01 13:38:00
"67456","0.332","0.136","240.300","1.400","0.000","0.000",0,2007-02-01 13:39:00
"67457","0.330","0.132","239.620","1.400","0.000","0.000",0,2007-02-01 13:40:00
"67458","0.328","0.130","239.110","1.400","0.000","0.000",0,2007-02-01 13:41:00
"67459","0.328","0.128","238.640","1.400","0.000","0.000",0,2007-02-01 13:42:00
"67460","0.248","0.000","239.750","1.000","0.000","0.000",0,2007-02-01 13:43:00
"67461","0.288","0.052","239.770","1.400","0.000","0.000",0,2007-02-01 13:44:00
"67462","0.316","0.122","239.760","1.400","0.000","1.000",0,2007-02-01 13:45:00
"67463","0.312","0.120","239.610","1.400","0.000","1.000",0,2007-02-01 13:46:00
"67464","0.312","0.120","239.580","1.400","0.000","1.000",0,2007-02-01 13:47:00
"67465","0.312","0.116","238.770","1.400","0.000","2.000",0,2007-02-01 13:48:00
"67466","0.312","0.116","238.690","1.400","0.000","1.000",0,2007-02-01 13:49:00
"67467","0.312","0.116","238.730","1.400","0.000","1.000",0,2007-02-01 13:50:00
"67468","0.314","0.118","239.090","1.400","0.000","2.000",0,2007-02-01 13:51:00
"67469","0.320","0.120","239.440","1.400","0.000","1.000",0,2007-02-01 13:52:00
"67470","0.320","0.120","239.720","1.400","0.000","2.000",0,2007-02-01 13:53:00
"67471","0.320","0.120","239.770","1.400","0.000","1.000",0,2007-02-01 13:54:00
"67472","0.318","0.120","239.650","1.400","0.000","1.000",0,2007-02-01 13:55:00
"67473","0.320","0.124","240.600","1.400","0.000","2.000",0,2007-02-01 13:56:00
"67474","0.318","0.122","240.120","1.400","0.000","1.000",0,2007-02-01 13:57:00
"67475","0.318","0.122","240.090","1.400","0.000","1.000",0,2007-02-01 13:58:00
"67476","0.316","0.122","239.830","1.400","0.000","2.000",0,2007-02-01 13:59:00
"67477","0.314","0.120","239.700","1.400","0.000","1.000",0,2007-02-01 14:00:00
"67478","0.310","0.124","240.440","1.400","0.000","1.000",0,2007-02-01 14:01:00
"67479","0.310","0.128","241.630","1.400","0.000","2.000",0,2007-02-01 14:02:00
"67480","0.310","0.130","242.040","1.400","0.000","1.000",0,2007-02-01 14:03:00
"67481","0.308","0.128","241.560","1.400","0.000","1.000",0,2007-02-01 14:04:00
"67482","0.308","0.126","241.140","1.400","0.000","1.000",0,2007-02-01 14:05:00
"67483","0.308","0.128","241.560","1.400","0.000","2.000",0,2007-02-01 14:06:00
"67484","0.314","0.130","241.620","1.400","0.000","1.000",0,2007-02-01 14:07:00
"67485","0.358","0.170","241.940","1.800","0.000","1.000",0,2007-02-01 14:08:00
"67486","0.424","0.268","242.030","2.000","0.000","1.000",0,2007-02-01 14:09:00
"67487","0.420","0.268","242.210","2.000","0.000","2.000",0,2007-02-01 14:10:00
"67488","0.416","0.264","241.550","2.000","0.000","1.000",0,2007-02-01 14:11:00
"67489","0.412","0.258","240.590","2.000","0.000","1.000",0,2007-02-01 14:12:00
"67490","0.390","0.224","240.330","1.800","0.000","1.000",0,2007-02-01 14:13:00
"67491","0.376","0.164","240.000","1.800","0.000","0.000",0,2007-02-01 14:14:00
"67492","0.410","0.236","239.900","2.000","0.000","0.000",0,2007-02-01 14:15:00
"67493","0.406","0.236","240.210","2.000","0.000","0.000",0,2007-02-01 14:16:00
"67494","0.404","0.238","240.610","2.000","0.000","0.000",0,2007-02-01 14:17:00
"67495","0.402","0.238","240.420","2.000","0.000","0.000",0,2007-02-01 14:18:00
"67496","0.402","0.238","240.410","1.800","0.000","0.000",0,2007-02-01 14:19:00
"67497","0.400","0.240","240.500","1.800","0.000","0.000",0,2007-02-01 14:20:00
"67498","0.400","0.242","240.660","1.800","0.000","0.000",0,2007-02-01 14:21:00
"67499","0.404","0.240","240.520","2.000","0.000","0.000",0,2007-02-01 14:22:00
"67500","0.402","0.242","240.750","2.000","0.000","0.000",0,2007-02-01 14:23:00
"67501","0.328","0.136","240.430","1.400","0.000","0.000",0,2007-02-01 14:24:00
"67502","0.308","0.108","240.810","1.400","0.000","0.000",0,2007-02-01 14:25:00
"67503","0.250","0.000","241.450","1.000","0.000","0.000",0,2007-02-01 14:26:00
"67504","0.240","0.000","242.080","1.000","0.000","0.000",0,2007-02-01 14:27:00
"67505","0.236","0.000","241.760","1.000","0.000","0.000",0,2007-02-01 14:28:00
"67506","0.232","0.000","241.410","1.000","0.000","0.000",0,2007-02-01 14:29:00
"67507","0.232","0.000","241.650","1.000","0.000","0.000",0,2007-02-01 14:30:00
"67508","0.232","0.000","241.290","1.000","0.000","0.000",0,2007-02-01 14:31:00
"67509","0.232","0.000","241.030","1.000","0.000","0.000",0,2007-02-01 14:32:00
"67510","0.232","0.000","241.450","1.000","0.000","0.000",0,2007-02-01 14:33:00
"67511","0.232","0.000","241.720","1.000","0.000","0.000",0,2007-02-01 14:34:00
"67512","0.232","0.000","241.550","1.000","0.000","0.000",0,2007-02-01 14:35:00
"67513","0.232","0.000","240.800","1.000","0.000","0.000",0,2007-02-01 14:36:00
"67514","0.240","0.000","241.580","1.000","0.000","0.000",0,2007-02-01 14:37:00
"67515","0.240","0.000","241.970","1.000","0.000","0.000",0,2007-02-01 14:38:00
"67516","0.240","0.000","242.580","1.000","0.000","0.000",0,2007-02-01 14:39:00
"67517","0.236","0.000","243.060","1.000","0.000","0.000",0,2007-02-01 14:40:00
"67518","0.236","0.000","243.000","1.000","0.000","0.000",0,2007-02-01 14:41:00
"67519","0.232","0.000","241.550","1.000","0.000","0.000",0,2007-02-01 14:42:00
"67520","0.234","0.000","241.810","1.000","0.000","0.000",0,2007-02-01 14:43:00
"67521","0.232","0.000","241.320","1.000","0.000","0.000",0,2007-02-01 14:44:00
"67522","0.232","0.000","241.170","1.000","0.000","0.000",0,2007-02-01 14:45:00
"67523","0.232","0.000","240.750","1.000","0.000","0.000",0,2007-02-01 14:46:00
"67524","0.232","0.000","240.670","1.000","0.000","0.000",0,2007-02-01 14:47:00
"67525","0.230","0.000","240.650","1.000","0.000","0.000",0,2007-02-01 14:48:00
"67526","0.276","0.000","240.590","1.200","0.000","0.000",0,2007-02-01 14:49:00
"67527","0.344","0.138","241.100","1.600","0.000","0.000",0,2007-02-01 14:50:00
"67528","0.342","0.140","241.750","1.600","0.000","0.000",0,2007-02-01 14:51:00
"67529","0.342","0.148","242.980","1.600","0.000","0.000",0,2007-02-01 14:52:00
"67530","0.340","0.146","242.850","1.600","0.000","0.000",0,2007-02-01 14:53:00
"67531","0.340","0.148","243.240","1.600","0.000","0.000",0,2007-02-01 14:54:00
"67532","0.336","0.146","242.640","1.400","0.000","0.000",0,2007-02-01 14:55:00
